,doi,type,text_redacted
2574,10.1016/j.elecom.2013.07.005,hydrothermal_ceramic_synthesis,The MnO2 nanobowls were synthesized by a hydrother ...  with deionized H2O and dried at 60 degC for 24 h.
2575,10.1016/j.matlet.2012.04.037,hydrothermal_ceramic_synthesis,"All chemicals were of analytical grade and used wi ... on, washed by ethanol, and dried under atmosphere."
2576,10.1016/j.materresbull.2009.12.016,hydrothermal_ceramic_synthesis,All the chemicals were analytic grade reagents wit ... ethanol several times and dried in air at 80 degC.
2577,10.1016/j.cej.2010.09.052,hydrothermal_ceramic_synthesis,"All chemicals (analytical grade) were purchased fr ... ute ethanol, and dried in air at room temperature."
2578,10.1016/j.mssp.2010.02.002,hydrothermal_ceramic_synthesis,"In a typical hydrothermal process [23], [24] and [ ... ater followed by ethanol and finally dried in air."
2579,10.1007/s10854-015-3607-x,hydrothermal_ceramic_synthesis,"ZnO nanoparticles were synthesized by a hydrotherm ... factant, the resultant sample was assigned as ZnO."
2580,10.1016/j.apcatb.2015.05.061,hydrothermal_ceramic_synthesis,Ag@C core-shell nanostructures were synthesized by ... g@C product was dried at 60 degC in air overnight.
2581,10.1016/j.electacta.2012.07.010,hydrothermal_ceramic_synthesis,"In a typical experiment, Ni(NO3)2*6H2O (0.004 mol) ... der the same conditions (denoted as Al-α-Ni(OH)2)."
2582,10.1002/chem.201405698,hydrothermal_ceramic_synthesis,"In a typical procedure, Mn(NO3)2[?]4 H2O (0.2 g) a ...  10 h to obtain the mesoporous flake-like MnCo2O4."
2583,10.1016/j.apsusc.2017.05.176,hydrothermal_ceramic_synthesis,A general procedure proceeded as follows. 2 g SnCl ... ning the defected SnO2 at 900 degC for 4 h in air.
2584,10.1016/j.snb.2011.04.050,hydrothermal_ceramic_synthesis,All the reagents in the experiment were analytical ... ining the precipitates at 600 degC for 2 h in air.
2585,10.1016/j.matlet.2013.01.001,hydrothermal_ceramic_synthesis,"Preparation of β-FeOOH nanorods: For the synthesis ... nd ethanol, and finally dried at 60 degC for 12 h."
2586,10.1016/j.matchemphys.2009.01.019,hydrothermal_ceramic_synthesis,NH4HF2 (50 mg) was first dissolved into 40 ml of a ... ed and washed several times with absolute ethanol.
2587,10.1016/j.electacta.2013.12.049,hydrothermal_ceramic_synthesis,LTO/Cu was prepared by hydrothermal method. 0.1010 ... e pure Li4Ti5O12 was prepared in a similar manner.
2588,10.1016/j.colsurfa.2015.01.002,hydrothermal_ceramic_synthesis,The magnetic Fe3O4 microsphere and magnetic core-s ... re was dried at 60 degC in a vacuum oven for 12 h.
2589,10.1016/j.matlet.2014.06.103,hydrothermal_ceramic_synthesis,"Synthesis: All the reagents used as received. In a ... y absolute ethanol, then dried at 60 degC for 8 h."
2590,10.1016/j.physb.2010.05.045,hydrothermal_ceramic_synthesis,A solution of Zn(AC)2 (2 mmol) and AlCl3 (2 mmol)  ... es were characterized by X-ray powder diffraction.
2591,10.1016/j.matlet.2015.09.079,hydrothermal_ceramic_synthesis,"The unique Ni-MOF samples were synthesized by a mo ... imes, and dried at 120 degC under vacuum for 12 h."
2592,10.1016/j.jssc.2007.11.010,hydrothermal_ceramic_synthesis,All the reagents were purchased from Shanghai Chem ...  dried in a vacuum desiccator at 80 degC for 12 h.
2593,10.1016/j.jcrysgro.2016.06.024,hydrothermal_ceramic_synthesis,Bismuth tri-iodide nanoparticles have been synthes ... ugation at 5000 rpm and dried at 60 degC for 24 h.
2594,10.1016/j.electacta.2016.05.085,hydrothermal_ceramic_synthesis,Cubic Co3O4 synthesis (a modified hydrothermal met ... egC for 10 h with a heating rate of 10 degC min-1.
2595,10.1016/j.materresbull.2012.06.002,hydrothermal_ceramic_synthesis,"The indium oxide nanostructures were synthesized b ... 0 degC) in a muffle furnace for 5 h, respectively."
2596,10.1016/j.mseb.2011.04.010,hydrothermal_ceramic_synthesis,"Typically, glucose (10.0 g) and Fe(NO3)3*9H2O (4.0 ... nd ethanol, and finally dried at 60 degC for 12 h."
2597,10.1016/j.optcom.2015.02.031,hydrothermal_ceramic_synthesis,The SnO2 nanoparticles were prepared by the hydrot ... ole products were annealed at 450 degC for 30 min.
2598,10.1016/j.matchemphys.2010.03.086,hydrothermal_ceramic_synthesis,"Typically, 2.1 g of Na2WO4 was dissolved in 30 mL  ...  then hydrothermally treated at 180 degC for 12 h."
2599,10.1016/j.jallcom.2007.01.142,hydrothermal_ceramic_synthesis,All chemicals used were analytical grade reagents  ... thanol three times and dried at 60 degC in vacuum.
2600,10.1007/s10854-013-1286-z,hydrothermal_ceramic_synthesis,"In a typical experiment, 0.3 mmol of cadmium chlor ... water several times to remove residual impurities."
2601,10.1016/j.jssc.2012.02.061,hydrothermal_ceramic_synthesis,"Preparation of MnCO3 dumbbells: 0.5 g of MnCl2*4H2 ... duct was collected, washed and dried under vacuum."
2602,10.1016/j.jpowsour.2014.12.153,hydrothermal_ceramic_synthesis,The Ni-foam@GNS@MnO2 composite was prepared by a h ...  The reaction process is assumed to be as follows:
2603,10.1016/j.jallcom.2014.05.041,hydrothermal_ceramic_synthesis,A surfactant solution was made by dissolving 0.091 ... degC for 12 h. The final powder was named as Mn-O.
2604,10.1016/j.matlet.2004.06.034,hydrothermal_ceramic_synthesis,"In a typical procedure, 3.0 ml SiCl4 and 7.5 g NaN ... 1.1 g white-grey powders were ultimately obtained."
2605,10.1007/s10800-014-0698-7,hydrothermal_ceramic_synthesis,All of the reactants and solvents were of analytic ... lcined at 800 degC for 5 h under an Ar atmosphere.
2606,10.1016/j.nanoen.2016.04.038,hydrothermal_ceramic_synthesis,"Three PTNTs with different porous texture were syn ... ned and designated as T1, T2 and T3, respectively."
2607,10.1016/j.matlet.2012.10.054,hydrothermal_ceramic_synthesis,"All reagents used in the experiments were of analy ...  Fe2O3, were also used to synthesize doped VO2(M)."
2608,10.1016/j.matlet.2012.10.066,hydrothermal_ceramic_synthesis,All the reagents were of analytical grade and used ... pitate was dried under vacuum at 50 degC for 24 h.
2609,10.1016/j.jpowsour.2013.11.016,hydrothermal_ceramic_synthesis,"All chemicals were analytical grade and used witho ... , and then dried in an oven at 120 degC overnight."
2610,10.1016/j.matlet.2017.01.130,hydrothermal_ceramic_synthesis,"All chemicals were of analytical grade, and used w ... t 60 degC overnight to acquire the final products."
2611,10.1016/j.matlet.2013.08.092,hydrothermal_ceramic_synthesis,All the chemical reagents were of analytical grade ... t 60 degC in vacuum for further characterizations.
2612,10.1016/j.apcata.2009.05.030,hydrothermal_ceramic_synthesis,"Ferric chloride hexahydrate (FeCl3*6H2O) was purch ... , and finally dried in an oven at 50 degC for 4 h."
2613,10.1016/j.matlet.2009.12.008,hydrothermal_ceramic_synthesis,"In a typical synthesis, 5 mmol KMnO4 and 5 mmol Cr ...  of HNO3. The final product was named as sample B."
2614,10.1007/s10854-016-5102-4,hydrothermal_ceramic_synthesis,All the reagents used in the present investigation ... t hydrothermal time to study the formation of ZnS.
2615,10.1016/j.electacta.2014.12.105,hydrothermal_ceramic_synthesis,"In this work, all chemicals are reagent grade and  ... orods have been transformed into α-Fe2O3 nanorods."
2616,10.1007/s10854-015-3803-8,hydrothermal_ceramic_synthesis,"The SnO2:Eu samples were synthesized by hydrotherm ... for a period of time (t = 1, 3 or 5 h) in the air."
2617,10.1007/s10854-015-3384-6,hydrothermal_ceramic_synthesis,"In this work, a BFO@CMS heterostructure was synthe ... s BFO@CMS5, BFO@CMS10 and BFO@CMS15, respectively."
2618,10.1016/j.jallcom.2016.01.092,hydrothermal_ceramic_synthesis,"ZnO NRs were prepared through a facile hydrotherma ... e ethanol, and dried in vacuum at 60 degC for 6 h."
2619,10.1007/s10854-015-3703-y,hydrothermal_ceramic_synthesis,GO nanosheets were prepared using modified Hummers ... ions were changed from yellowish brown into black.
2620,10.1016/j.solidstatesciences.2015.05.008,hydrothermal_ceramic_synthesis,"All chemicals were in analytic grade and used as r ... stilled water, and then dried at 80 degC for 10 h."
2621,10.1016/j.matlet.2008.09.001,hydrothermal_ceramic_synthesis,"All analytical chemicals were used without further ...  at 120 degC for 12 h, and products were obtained."
2622,10.1016/j.ijhydene.2014.10.088,hydrothermal_ceramic_synthesis,MnO2 Nano-particles were prepared by the following ... e product was dried at 60 degC for overnight [26].
2623,10.1016/j.conbuildmat.2016.05.082,hydrothermal_ceramic_synthesis,The hydrothermal method was used to synthesize Bi2 ... er of Bi2WO6 was finally dried at 70 degC for 8 h.
2624,10.1016/j.apsusc.2011.06.099,hydrothermal_ceramic_synthesis,"Hydrothermal method was employed in the synthesis  ... or 80 h in air, and was named S2 in the following."
2625,10.1016/j.electacta.2015.10.032,hydrothermal_ceramic_synthesis,The porous ZnMn2O4 nanowires were prepared though  ... 0 degC for 2 h to obtain porous ZnMn2O4 nanowires.
2626,10.1016/j.jpowsour.2014.03.043,hydrothermal_ceramic_synthesis,The CuO support was prepared by the hydrothermal m ... r 5 h and calcined at 400 degC for 4 h in the air.
2627,10.1002/asia.201402652,hydrothermal_ceramic_synthesis,"Typically, Ni(NO3)2[?]6 H2O (1 mmol) was added to  ...  at 300 degC for 2 h to obtain the final products."
2628,10.1016/j.matchemphys.2010.04.002,hydrothermal_ceramic_synthesis,"All regents were analytical grade and used without ... l for several times, then dried at 60 degC in air."
2629,10.1016/j.matlet.2011.10.002,hydrothermal_ceramic_synthesis,The CoNi submicrospheres were synthesized as follo ... finally dried in a vacuum oven at 60 degC for 8 h.
2630,10.1016/j.solmat.2015.11.025,hydrothermal_ceramic_synthesis,NiCo2O4 nanobelts were synthesized by a simple one ... gC min-1 in order to obtain the NiCo2O4 nanobelts.
2631,10.1016/j.jssc.2012.01.059,hydrothermal_ceramic_synthesis,In a typical experimental process of the synthesis ... d then dried in a vacuum oven at 80 degC for 12 h.
2632,10.1016/j.ica.2010.06.048,hydrothermal_ceramic_synthesis,"As in a typical solvothermal synthesis, 0.5 g zinc ... ally dried at 70 degC for 2 h in an electric oven."
2633,10.1016/j.matlet.2009.11.026,hydrothermal_ceramic_synthesis,The reactions were carried out in a Teflon-lined s ... and finally dried under vacuum at 60 degC for 6 h.
2634,10.1016/j.scriptamat.2007.04.034,hydrothermal_ceramic_synthesis,A simple mild procedure was used to synthesize mon ... oduct can be more than 70% under these conditions.
2635,10.1016/j.electacta.2014.08.085,hydrothermal_ceramic_synthesis,All the chemicals were analytical grade without fu ... tmosphere to obtain different Co3O4 nanoparticles.
2636,10.1002/chem.201101466,hydrothermal_ceramic_synthesis,Synthesis of TiO2 microspheres made up of nano-dec ...  (30 mL) were replaced by deionized water (60 mL).
2637,10.1016/j.mseb.2013.06.017,hydrothermal_ceramic_synthesis,Tin chloride pentahydrate (SnCl4*5H2O) (2.00 mmol) ... at 60 degC for 24 h for further characterizations.
2638,10.1007/s10854-016-5949-4,hydrothermal_ceramic_synthesis,"Typically, required quantity of HCl and deionized  ... ral times and dried at room temperature overnight."
2639,10.1016/j.matchemphys.2005.05.035,hydrothermal_ceramic_synthesis,"In a typical procedure, a mixture of 1 mmol Bi(NO3 ... product and finally dried at 80 degC under vacuum."
2640,10.1002/asia.201301419,hydrothermal_ceramic_synthesis,"The C dots were synthesized by a one-step hydrothe ... mperature, a yellow aqueous solution was obtained."
2641,10.1016/j.materresbull.2012.05.022,hydrothermal_ceramic_synthesis,"In a typical synthesis, SiO2 (0.12 g) and Ni(Ac)2* ... ion and washed with distilled water several times."
2642,10.1016/j.jpowsour.2015.01.048,hydrothermal_ceramic_synthesis,All chemicals were analytical grade and used witho ... O2 and hydrothermal reaction at 180 degC for 24 h.
2643,10.1016/j.matlet.2012.01.126,hydrothermal_ceramic_synthesis,"The SnO flowers assembled with nano-petals were su ... degC for 12 h, and collected for characterization."
2644,10.1002/cplu.201402434,hydrothermal_ceramic_synthesis,"Hollow BiVO4 microspheres were prepared through a  ... d water, and then dried in air at 90 degC for 4 h."
2645,10.1016/j.ijhydene.2013.03.039,hydrothermal_ceramic_synthesis,"CeO2 nanoparticles were synthesized by a solution- ... at 60 degC for 24 h, calcined at 350 degC for 4 h."
2646,10.1002/celc.201300124,hydrothermal_ceramic_synthesis,"The spherical precursor, Ni0.83Co0.10Mn0.07(OH)2,  ... tilled water, and oven-dried overnight at 70 degC."
2647,10.1016/j.apsusc.2014.06.018,hydrothermal_ceramic_synthesis,"Flower-like MoS2 were prepared by a routine hydrot ... ol, and then dried in an oven at 80 degC for 12 h."
2648,10.1016/j.ijhydene.2014.04.092,hydrothermal_ceramic_synthesis,"MoS2-RGO composite reduced by HHA was synthesized  ... olute ethanol, finally dried at 60 degC in vacuum."
2649,10.1016/j.apcatb.2006.06.022,hydrothermal_ceramic_synthesis,All chemicals in this study were reagent-grade and ...  other experimental conditions were kept the same.
2650,10.1016/j.cplett.2008.02.071,hydrothermal_ceramic_synthesis,"In a typical procedure, 0.11 g of Zn(CH3COO)2 * 2H ...  ethanol, respectively, and then dried at 50 degC."
2651,10.1016/j.nanoen.2016.06.029,hydrothermal_ceramic_synthesis,"In a typical experiment, 2 mL Ti-isopropoxide was  ... m at 60 degC for further use and characterization."
2652,10.1016/j.cej.2014.07.041,hydrothermal_ceramic_synthesis,All reagents were of an analytical grade and used  ... anol and then dried in a vacuum at 60 oC for 10 h.
2653,10.1007/s10853-011-6048-9,hydrothermal_ceramic_synthesis,"In a typical procedure, 1 mmol Fe(CH3COO)2*4H2O, 2 ... was also prepared without the addition of glucose."
2654,10.1016/j.matlet.2015.08.123,hydrothermal_ceramic_synthesis,Single-crystal Ni(OH)2 nanosheets were prepared by ... ernight to obtain the light green Ni(OH)2 powders.
2655,10.1016/j.elecom.2007.08.007,hydrothermal_ceramic_synthesis,Synthesis of NiFe2O4 nanoparticles was carried out ... and finally dried at 80 degC for characterization.
2656,10.1016/j.materresbull.2006.11.013,hydrothermal_ceramic_synthesis,A typical synthesis procedure for β-MnO2 with tetr ... drothermal treatment temperature or reaction time.
2657,10.1016/j.electacta.2012.04.063,hydrothermal_ceramic_synthesis,Bi2S3 nanorods were synthesized by a simple single ... ol several times and dried in a vacuum at 50 degC.
2658,10.1002/aenm.201200008,hydrothermal_ceramic_synthesis,"Materials Preparation: The Ni-containing precursor ... s were prepared by the reported methods.22, 25, 32"
2659,10.1016/j.cej.2013.03.015,hydrothermal_ceramic_synthesis,A schematic diagram of the synthesis procedure is  ... nd in an agate mortar and kept in a sealed bottle.
2660,10.1016/j.matlet.2012.06.078,hydrothermal_ceramic_synthesis,A typical process for the preparation of WO3*0.33H ... nd then dried at 50 degC in air for several hours.
2661,10.1016/j.matchemphys.2015.07.062,hydrothermal_ceramic_synthesis,"CoFe2O4-hydrochar was fabricated by a wet-chemical ... that, the precipitate was dried at 80 degC in air."
2662,10.1016/j.jallcom.2015.05.204,hydrothermal_ceramic_synthesis,"To synthesize α-Fe2O3@C nanorings, 0.25 g of the a ...  precipitate at 400 degC for 2 h in N2 atmosphere."
2663,10.1007/s11837-013-0607-2,hydrothermal_ceramic_synthesis,"In the second category, 2 mmol of NH4Fe(SO4)2*12H2 ...  S-3, and the one with PVP was abbreviated as S-4."
2664,10.1016/j.matlet.2011.09.074,hydrothermal_ceramic_synthesis,The dandelion-like multi-branched Sb2S3 nanowire s ... d water and dried under vacuum at 80 degC for 2 h.
2665,10.1016/j.jcis.2016.02.013,hydrothermal_ceramic_synthesis,As-received 5 mL of TALH solution was dropped into ... X mL of hydrazine monohydrate used for synthesis).
2666,10.1016/j.tsf.2014.05.042,hydrothermal_ceramic_synthesis,LiCoO2 nanospheres were synthesized according to t ...  finally dried under vacuum at 100 degC overnight.
2667,10.1016/j.apsusc.2014.08.053,hydrothermal_ceramic_synthesis,"All of the reagents used were of analytical purity ... times, following to be dried at 80 degC overnight."
2668,10.1016/j.matlet.2016.07.007,hydrothermal_ceramic_synthesis,"All reagents were of analytical grade and used wit ...  and CH3CH2OH several times, and dried at 75 degC."
2669,10.1016/j.matlet.2012.03.054,hydrothermal_ceramic_synthesis,"In a typical experiment, certain amount of NaOH we ... ment parameters and results are showed in Table 1."
2670,10.1016/j.matchemphys.2008.07.101,hydrothermal_ceramic_synthesis,Na2TeO3 (0.6 mmol) and poly(vinyl pyrrolidone) (PV ... l times with distilled water and absolute ethanol.
2671,10.1016/j.jcis.2012.07.068,hydrothermal_ceramic_synthesis,"In a typical synthesis, 0.1 g PVP was dissolved in ... llected by centrifugation and washed with ethanol."
2672,10.1016/j.micromeso.2006.07.015,hydrothermal_ceramic_synthesis,First Al(OH)3 (Pfaltz & Bauer; 99%) and NaOH (Carl ...  water and finally dried at 100-101 degC for 10 h.
2673,10.1016/j.jallcom.2013.01.029,hydrothermal_ceramic_synthesis,"The Co-doped ZnO nanoparticles were prepared by us ... ents of x = 0.01, 0.02, 0.03, 0.05, 0.10 and 0.15."
2674,10.1016/j.tsf.2007.10.004,hydrothermal_ceramic_synthesis,CdIn2S4 powder was synthesized by a hydrothermal m ... was then washed with ethanol and dried at 70 degC.
2675,10.1016/j.matchemphys.2009.03.031,hydrothermal_ceramic_synthesis,"All reagents used in this work were of analytical  ... -d NBBO, where X is days of hydrothermal reaction."
2676,10.1016/j.jelechem.2015.04.040,hydrothermal_ceramic_synthesis,Pure Co3O4 was fabricated by a simple hydrothermal ...  process of the composite is depicted in Scheme 1.
2677,10.1016/j.jpowsour.2011.02.044,hydrothermal_ceramic_synthesis,"LFP samples with spindle-like microstructures were ... phere (200 mL min-1, 10 vol.% H2 and 90 vol.% N2)."
2678,10.1016/j.cattod.2016.04.043,hydrothermal_ceramic_synthesis,The Co-CuBi2O4 composite was prepared using a faci ... tead of 0.5 mmol of Co(NO3)2*6H2O and 25 mL of EG.
2679,10.1016/j.ssc.2005.03.002,hydrothermal_ceramic_synthesis,"In a typical process, 0.002 mol of KMnO4 and 0.003 ...  and then dried under a vacuum at 60 degC for 3 h."
2680,10.1016/j.matlet.2014.05.201,hydrothermal_ceramic_synthesis,"A mixture containing 0.01 mol of Ti(O-C4H9)4, 0.01 ... RT) to 100 degC, 130 degC, 160 degC, and 180 degC."
2681,10.1016/j.matchemphys.2010.12.030,hydrothermal_ceramic_synthesis,Cu2O/Cu nanoflowers were synthesized using Cu(NO3) ... ared at different conditions are shown in Table 1.
2682,10.1016/j.materresbull.2013.06.051,hydrothermal_ceramic_synthesis,"Flower-like ZnO was prepared by a hydrothermal pro ... 0 degC for 8 h, and flower-like ZnO were obtained."
2683,10.1002/ejic.201402878,hydrothermal_ceramic_synthesis,"Preparation of In2O3 Nanostructures: All chemicals ... several times, and then dried at 60 degC for 12 h."
2684,10.1016/j.materresbull.2010.12.030,hydrothermal_ceramic_synthesis,"The Bi2S3 hierarchical nanostructures were prepare ... distilled water, and finally dried in air for 6 h."
2685,10.1016/j.jcat.2013.11.007,hydrothermal_ceramic_synthesis,N-doped carbon spheres were synthesized by a hydro ...  and approximately 3.0 g of product was collected.
2686,10.1016/j.electacta.2016.05.072,hydrothermal_ceramic_synthesis,All the reagents were analytical purity and used w ... products were calcined at 450 degC for 4 h in air.
2687,10.1007/s10854-014-2264-9,hydrothermal_ceramic_synthesis,"In a typical hydrothermal process, SnCl2*2H2O (0.4 ... vernight. Thus SnO2 porous nanorods were obtained."
2688,10.1016/j.matlet.2013.04.051,hydrothermal_ceramic_synthesis,Sample preparation: SnS nanorods were synthesized  ... the impurities before drying at 90 degC overnight.
2689,10.1007/s10854-015-4250-2,hydrothermal_ceramic_synthesis,All the chemical reagents were of analytical grade ... final products were dried in a chamber at 70 degC.
2690,10.1016/j.jpowsour.2013.03.087,hydrothermal_ceramic_synthesis,All chemicals are of analytical grade and were use ... nd dried in a 120 degC vacuum desiccator for 24 h.
2691,10.1016/j.matlet.2015.10.067,hydrothermal_ceramic_synthesis,All chemical reagents were of analytic purity and  ... to stabilize the structure and sensing properties.
2692,10.1016/j.snb.2013.02.073,hydrothermal_ceramic_synthesis,"In a typical procedure, 5 mL of ethanolamine, 1 mm ... solute ethanol before drying at 80 degC overnight."
2693,10.1016/j.mseb.2007.03.007,hydrothermal_ceramic_synthesis,NiCl2*6H2O (0.1 mmol) was respectively put into tw ... duct was dried in a vacuum box at 60 degC for 4 h.
2694,10.1016/j.matlet.2015.05.172,hydrothermal_ceramic_synthesis,"In a typical synthesis, KMnO4 and NaNO2 reagents w ... tion the product was calcined at 400 degC for 4 h."
2695,10.1016/j.matlet.2007.06.031,hydrothermal_ceramic_synthesis,"In a typical procedure for the synthesis of CdO ho ... th water and ethanol, and dried in air at 50 degC."
2696,10.1016/j.actamat.2009.10.001,hydrothermal_ceramic_synthesis,The flower-shaped SnO2 nanostructures were prepare ... electrical furnace in air at 300-700 degC for 4 h.
2697,10.1016/j.jallcom.2015.12.066,hydrothermal_ceramic_synthesis,The synthesis of ZnO-coated MoS2 nanosheets were u ... on is that the molar ratio of MoS2 and ZnO is 2:1.
2698,10.1007/s10854-013-1107-4,hydrothermal_ceramic_synthesis,"Synthesis of net-like SnO2 structures: 0.45 g of S ... ral times, and finally dried at 60 degC overnight."
2699,10.1016/j.cej.2016.06.094,hydrothermal_ceramic_synthesis,A simple hydrothermal method was used to fabricate ... ducts were dried under vacuum at 80 degC for 12 h.
2700,10.1016/j.apsusc.2014.04.044,hydrothermal_ceramic_synthesis,The standard procedure for the synthesis of LuF3:E ...  and then collected and dried at 80 degC for 10 h.
2701,10.1016/j.jpowsour.2015.08.025,hydrothermal_ceramic_synthesis,The petal-like Co0.85Se nanosheets were synthesize ... esidue of reactants and dried at 60 degC for 24 h.
2702,10.1016/j.matlet.2013.11.108,hydrothermal_ceramic_synthesis,"All chemical reagents were of analytical grade and ... r 12 h. Finally, the white products were obtained."
2703,10.1007/s10854-017-6976-5,hydrothermal_ceramic_synthesis,Go was synthesized using a modified Hummers' metho ... o and placed at hydrothermal for 14 h in 120 degC.
2704,10.1016/j.electacta.2014.10.079,hydrothermal_ceramic_synthesis,The CuS/MWCNTs composites were prepared as follows ... mes and then dried in vacuum at 80 degC overnight.
2705,10.1002/ente.201500161,hydrothermal_ceramic_synthesis,"KX (0.002 mol) was dissolved into deionized water  ... inally, the products were dried at 80 degC in air."
2706,10.1016/j.jelechem.2015.06.005,hydrothermal_ceramic_synthesis,"The MoS2 nanocomposite was synthesized as follows: ... mes, and then dried in vacuum at 60 degC for 24 h."
2707,10.1007/s10854-016-5429-x,hydrothermal_ceramic_synthesis,The Ag@AgBr nanospheres were prepared by a facile  ...  under the same conditions without heat treatment.
2708,10.1007/s10854-015-2969-4,hydrothermal_ceramic_synthesis,"In a typical synthesis, 20 mg of as-prepared CuO p ... degC to obtain the CuO/MnO2 core-shell structures."
2709,10.1016/j.electacta.2010.08.091,hydrothermal_ceramic_synthesis,0.25-0.5 SnS nanobelts and 0.5-1 g glucose were di ... tube was allowed to cool down to room temperature.
2710,10.1016/j.jallcom.2010.12.152,hydrothermal_ceramic_synthesis,The B-doped TiO2 hybrid oxide was synthesized by o ... he same method only without the addition of H3BO3.
2711,10.1016/j.colsurfa.2008.10.014,hydrothermal_ceramic_synthesis,"In a typical synthesis, 1.0 g ZrOCl2*8H2O and 0.6  ... emperature for 3 h (refer to the calcined sample)."
2712,10.1016/j.electacta.2015.07.018,hydrothermal_ceramic_synthesis,LiMnPO4 nanocrystals were synthesized via a facile ... t. The final collected product was denoted as LMP.
2713,10.1016/j.matlet.2011.01.011,hydrothermal_ceramic_synthesis,All the reagents used for the preparation of the P ... nd finally dried in the vacuum at 60 degC for 6 h.
2714,10.1016/j.materresbull.2006.08.030,hydrothermal_ceramic_synthesis,"In a typical synthesis, 4.2 g zinc acetate and 50  ...  Then, the products were dried at 50 degC for 8 h."
2715,10.1016/j.optmat.2015.04.001,hydrothermal_ceramic_synthesis,The Fe3O4@C microspheres were synthesized through  ... O4@C were washed with deionized water for 3 times.
2716,10.1016/j.jallcom.2008.03.048,hydrothermal_ceramic_synthesis,"Fabrication of ZnS nanoclusters was achieved by th ... ater for several times, and then dried at 80 degC."
2717,10.1002/adma.201201139,hydrothermal_ceramic_synthesis,Synthesis of ZnO single-shelled hollow spheres (SH ... ed with distilled water and ethanol several times.
2718,10.1007/s11051-015-3060-z,hydrothermal_ceramic_synthesis,The typical synthesis process of the carbon-coated ... ried in air. This product was denoted as H-TiO2/C.
2719,10.1007/s10854-016-5045-9,hydrothermal_ceramic_synthesis,"In a typical preparation, Bi(NO3)3.5H2O (0.485 g)  ... d as BVO-T (the T here means truncate octahedron)."
2720,10.1016/j.jpowsour.2012.07.105,hydrothermal_ceramic_synthesis,Carbon spheres were synthesized by a previously re ... btain product was dried in air at 80 degC for 6 h.
2721,10.1007/s00339-014-8644-4,hydrothermal_ceramic_synthesis,"In a typical procedure, 0.2 g (1 mmol) of CuAc2*H2 ... . The samples were collected for characterization."
2722,10.1016/j.matlet.2006.06.067,hydrothermal_ceramic_synthesis,"In a typical procedure, 4.5 g CaC2 powders and 3.6 ... t 80 degC, black powders were ultimately obtained."
2723,10.1016/j.elecom.2008.07.043,hydrothermal_ceramic_synthesis,"All chemicals are commercially available and were  ...  water and acetone, and dried at 60 degC for 12 h."
2724,10.1016/j.matchar.2016.02.021,hydrothermal_ceramic_synthesis,All of the reactants are of analytical grade and u ... nd dried in the air atmosphere at 60 degC for 4 h.
2725,10.1016/j.jpowsour.2014.09.144,hydrothermal_ceramic_synthesis,"In the preparation of NiCo2S4, 0.195 mmol of Ni(AC ...  dried at 60 degC for 24 h to obtain the products."
2726,10.1016/j.jhazmat.2010.08.080,hydrothermal_ceramic_synthesis,"All chemicals were of analytical grade and were us ... ined in air at 400, 500, 600 and 800 degC for 2 h."
2727,10.1016/j.apcatb.2010.06.012,hydrothermal_ceramic_synthesis,"β-MnO2 and α-Mn2O3 catalysts were prepared by a re ... 0 degC for 4 h and 600 degC for 2 h, respectively."
2728,10.1016/j.nanoen.2016.06.025,hydrothermal_ceramic_synthesis,"Bi2O(OH)2SO4. In a typical procedure, an aqueous s ... er for several times and dried at 60 degC for 5 h."
2729,10.1002/ente.201600275,hydrothermal_ceramic_synthesis,"In a typical process, 1 mmoL of CoCl2[?]6 H2O, 2 m ... ecursors were calcined in air at 500 degC for 4 h."
2730,10.1016/j.ssc.2013.10.028,hydrothermal_ceramic_synthesis,"All reagents used in the experiments were of analy ... possible residues, and dried in vacuum at 75 degC."
2731,10.1016/j.cej.2016.06.120,hydrothermal_ceramic_synthesis,"In a typical synthesis, ammonium molybdate ((NH4)6 ... C@MoS2 nanospheres except for the addition of PVP."
2732,10.1016/j.matlet.2011.01.017,hydrothermal_ceramic_synthesis,"In a typical experimental procedure for the prepar ...  times. Finally, the product was dried at 60 degC."
2733,10.1016/j.jssc.2011.03.022,hydrothermal_ceramic_synthesis,AgGaS2 nanomaterials were synthesized in a mixed s ... nding results of AgGaS2 are summarized in Table 1.
2734,10.1016/j.jcrysgro.2006.05.052,hydrothermal_ceramic_synthesis,"A procedure for the synthesis of Ba1+xV6O16*nH2O s ... mes, and then dried in vacuum at 60 degC for 10 h."
2735,10.1016/j.matlet.2013.01.035,hydrothermal_ceramic_synthesis,The starting materials were of analytical grade an ... id (sample 3) were prepared by the same procedure.
2736,10.1016/j.electacta.2016.01.224,hydrothermal_ceramic_synthesis,The titanium glycolate precursor spheres were synt ... everal times and dried at 70 degC for further use.
2737,10.1016/j.mssp.2016.05.016,hydrothermal_ceramic_synthesis,All the analytic grade reagents were used without  ...  and dried at 60 degC overnight to achieve powder.
2738,10.1016/j.matchemphys.2013.06.046,hydrothermal_ceramic_synthesis,"To obtain Bi2O2CO3 powders, 2.0 mmol of bismuth ni ...  water several times and dried at 60 degC for 6 h."
2739,10.1016/j.cplett.2016.03.037,hydrothermal_ceramic_synthesis,The Ni0.85Se nanosheets were synthesized by a hydr ...  drying precipitate in vacuum at 60 degC for 24 h.
